text,label
@SeoulSausage When do you plan on coming down to the LONG BEACH or the O.C. area? Los Alamitos has a food truck fair on thursday nights.,0
"As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself",-1
"Sunday means Eggs Benedict and Florentine at the Iguana! Another beautiful morning, come on out and enjoy the pool and 2 x 1 Bloody Marys!",1
"@rmei @CarolHollyT @megishere @BriteAnna and sad as it is, the 6 month waiting time still means i will be on HRT before i would have had 1st",-1
St David please just cancel school tomorrow. I really don't feel like dying in a hurricane...,-1
Anyone who Talks shit about the Lakers tomorrow at school and i will make sure i hit u as hard as i possibly can,-1
"Frustration for Kobayashi, Perez in India: Reaction from Sauber, Caterham, Marussia and HRT after the Indian Grand Prix on Sunday.",-1
@YoginiJane while the met may not be perfect why don't you piss off to somewhere like Mexico City if you don't like it!!?? #tottenham,-1
Omg. Ricky Martin may be gay but he is one fine ass gay man.,1
"KARMA VS FLOW!!! Join us this Sunday on the Terrace.... we're taking it deep all the way :-) Filthy Rich, Richie... http://t.co/R0L6enk2",1
Is it just me or is Google apps email just plain slow today?,-1
"@mcr_ellamae hahahhahaha lol,its probably cuz im sat here in a green day hoodie.....xx :)",1
@stillawake Are you off somewhere nice? I'm bored today. Got a list of 395 applications I need to get ready for Windows 7. Tedious,-1
"rehearsing for Nov 6 ""@MlTTR0MNEY: just called Jim Leyland to congratulate New York Giants on their victorious baseball match #SFGChamps #p2",1
To whom it may concern in Luxembourg: You liked the Madoff affair you will enjoy the Apollonia Affair http://t.co/4Y26Tmfl #affaireapollonia,1
It's Radio 1 Rocks next -  week starting off with a Live lounge on @fearnecotton's show with Bullet for my Valentine on Monday,0
So disappointed with the movie Ghost Rider: Spirit of Vengeance. So not better than the 1st Ghost Rider movie,-1
@thatkid193 im a JR Smith fan hes super athletic so i kind of want him shooting with the 2nd unit him novak kidd camby nd white or thomas,1
"Ok, Party People, who's going to be at Jeff Timmons' Last Wired Show tomorrow night? Show him some Love if you're in town! :)",1
I will see him perform at club Pulse tomorrow so happy lol my bday... Come party with me having a... http://t.co/DNkvAukc <via #instagram>,1
Drexel cancels classes. Drexel Medicine clinic hours are canceled all day Monday & on Tuesday until at least 12pm due to weather,0
"@geoffstults on September 5th, The Finder reaches italian tv (with the worst title translation ever). FINALLY!!! :D #finder #risolutore #sky",1
National Bieber Day in all the countries<3,1
Migraine since Saturday & a blood vessel burst yesterday in the eye where it's located. Any more and I'll be rocking a Marie Colvin eyepatch,-1
I rate Lee Dickson but Danny Care has to be on the bench sat for the 2nd test 60 mins with tired legs he will be dangerous #rugby #saeng,-1
I want to see EB but idk don't look to good guess ill call it a netflix night.,-1
"Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentlemen! #duli11",1
"*raises hand*RT @NY_SexyLady: ""Tomorrow"" by The Winans is on my heart so heavy this morning... Wonder who needs to hear it!",0
"@Women_Of_Christ: Jesus died for you, knowing you might never love Him back. THAT is true love. Try wed night game at SJP in jan true love",1
Come check out the Montanari Bros East Coast Cup October 20th in New Haven CT! I will be there! I have some... http://t.co/pnyreXYK,0
Playing Jacinto on Gears3 on Guardian fer the 1st time nd its raining wth..,-1
So I thought yesterday was Tuesday. I'm thinking today will be a little like the movie Ground Hog Day.,0
"How about one up here for hometown fans?? RT @BJAofficial SURPRISE GREEN DAY SHOW Thursday August 11th, http://t.co/nROhM1q",0
Worcestershire? What are you on about? Still coming down from your 1st half high? Worldwide fanbase is something #mcfc don't have! #MUFC,-1
I just found out that it's his birthday last Thursday.. :/ .... Belated Happy Birthday Francis M.. :],1
APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!! Let this video of YES PREP Senior Signing Day inspire you as... http://t.co/h5Jg0l4e,1
Check out all of Monday's highlights in 2:19 with the Daily Zap: http://t.co/KfNhEft4,0
just walked past a girl throwing her guts up outside a bus stop... average Monday night in Shotton.,-1
"@julianalbrandt @CatMScully some people go trick-or-treating but not many. We have Australia Day on Jan 26, the Queen's Bday, Boxing day...",0
Horrible dream lady night....I'm tiered but today is my Friday and its the start of the RODEO tonight #hearthorses,-1
"@YahooSports  It is the 6th straight 1st ROUND SUBMISSION not 6th straight 1st minute KO, Miesha Tate did go 4:00+ with her. Get it right!",-1
Red Wolves hoops picked to finish second in their Sun Belt division. I want to believe. I want to believe. I want to believe.,1
Wanna WINWIN some tickets to the Vice x CPH:DOX - DK x DR party this Saturday with James Murphy and 2ManyDj's on... http://t.co/9HhkqNfI,0
"@kbolton83 Goon is on tomorrow at 9, just sayin.",0
"So, in Jan 2010 Darryl Issa called investigating Wikileaks a priority and today he dumped raw intelligence data on internet? Irony, anyone?",-1
LMAO RT @SkinnyCuh: They should make a new Friday and have Kevin Hart Katt Williams And Mike Epps in it.,0
"Today in the Lounge: Comedy Central has the real Billy T, and Antonia! is coming for Bon Temps' vamps. http://t.co/ou7ehBH",0
@KWAMEDIDIT: FRIDAY OCT 19th!!!! THE ALUMNI will be rocking Philly!!!!! FREE SHOW  @ the Liacouras Center 7pm CLASSIC HIP HOP!,1
"Khader Adnan may be released, but the struggle continues. 1,600 Palestinians are on an open ended strike as of today to mark prisoner day.",-1
"I love the ""on time"" part=> @EW: Axl Rose shows up on time, gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj",1
"JR Smith wanna be a starter so damn bad lol, nigga said 6th Man of the Year Award is not what he's thinking about",0
Good day today :) #Blessed now watching @KevinHart4real on Comedy Central!!! Lol love him!!!,1
"Economic TimesWashing hands will keep the doctor awayDAWN.comISLAMABAD, Oct 15: The World Bank's Strategic Environmental Assessment r...",0
Have you ever forgotten to get a Valentine's present? Your chance at Feb 17 #bonjovi tix coming up! @benandkerryshow,0
@Benjm1 Best year ever it will be! I am tossing the idea of Hawaii around for mid jan to mid feb. but California dreaming for suuure,1
I should've been guarding Parker on that last play. He may have scored but I bet I would've been on the right side of the court.,0
"Testing time fr CONGress frm Tomorrow, #Ramdev at Ramlila Maidan Delhi as He braces up to catch the Rapacious Bull by the Horn. @Manju2102",0
@derekblasberg Uh-Oh - you must have loathed my apartment - why didn't Madonna have her outburst in July???,-1
Clever! || Australian captain Michael Clarke teams up with Louis Vuitton in special cricket trunk design | Herald Sun: http://t.co/Cc1Ctr9Q,1
Got email saying my copy of Deus Ex is on it's way. If it arrives tomorrow I will literally stay up all night playing it. No joke.,1
Need a break from studying? Come to @UK_BSU's Kickball Tournament tomorrow at 4:30-6:30pm! Behind the JC>>>be there! :),1
We're playing with Jim White on Tuesday! Static on the Radio por favor? http://t.co/C8E8JIct via @byt @jamminjava @JimSuperwhite #DCSHOWS,0
@TooZany is bringing out Kendrick Lamar the 6th of December!?! Get your tickets now!,0
"my mother just said ""what's gucci mah nigguh!"" to me, i think she may have been listening to ""Niggas In Paris"", should i be worried?",0
"Another double play helps Lafayette get out of sixth-inning trouble. Going to the bottom of the 6th, Lafayette 3, Mexico 3.",0
"Tonight, I roast a chicken. Tomorrow, I make chicken soup. Love my job but wish I could cook for social justice.",1
PBR & @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56,0
Tomorrow's goal: do my hair like Amy Lee's on the My Immortal music video :),0
"RT @fregariavr: RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 ...",0
Charles Dickens may just have been me in another life. #thisisme http://t.co/Jb70qAyi,0
We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://t.co/XmaXMLCQ on Nov 1st at 11am (CST),0
"Last 24hrs covered Delhi, passing thru Punjab, Haryana. Tomorrow morning Jammu. Just loving it!",1
@Bangz_InYaMouth woosahhhh it's Courtney! Long time no see from 1st lady!,1
"Premier League Team of the Week: Van Persie makes cut for 10th time this season as Szczesny, Ashley Yo... http://t.co/PYI1PfsR #football",0
"Cannot wait for this Cowboys game tonight! Start it off right Romo, J. E. T. S. #SUCKSUCKSUCKSUCK",1
@jtrojnar227 @gdisano55 that may lower his rank in the mcgeezers he will go down to the D league,-1
Springbok captain John Smit has torn ligaments in his right arm and may miss out on the Rugby World Cup. ek dink dis gooie nuus! Sorry!,-1
"RT @Carly_Coughlan: Big Brother last night on Channel 5 peaked at 2 million and beat BBC TWO, ITV1 and C4 in it's slot. Plus CBB Final t ...",0
"RT @oluwashina: Nigeria play England in the Round of 16 on Wednesday 10 August, at 11pm Nigeria time. Time to colonise England in footba ...",0
@EmmeBeeA comes out on dvd on the 20th. i'm pumped. Melissa McCarthy is so perfect in that movie,1
ALL ABOARD... 1st flight to Hong Kong then off to the UK from there.. #Tweet_Yah_Later,0
"Anyway, I'll be looking the other way tonight. As you may have guessed, I'm going to a Halloween party as Joe Paterno.",0
"@hughhefner Make sure you & the girls watch seasons 1-5 of #Dexter, before season 6 premieres Oct 2.  Seasons 1 & 4 are the best!",1
Going to try & watch Act Of Valor for the 2nd time. The part I seen are pretty bad ass,-1
"The U16s game with shotton has been called off due to a waterlogged pitch, so they're now going to llani on wednesday night. Sorry lads!",-1
Ghost  rider 2 was good but it was super trippy. 1st one is better.,1
I was watching Ex-ministries videos today and found out some shocking news about Michael Jackson!,-1
Siapa duduk Putrajaya and can pick me up at the airport this Friday? Kite belanje minyak masak!,0
"@GrantLawrence @CBCRadio3 I'm just suggesting it for the sake of completeness, a la Polaris's May 31st deadline & Academy Awards' Dec. 31.",0
"If you are a family member, friend, or fan of Austin Rivers you may want to unfollow me. This is about to get ugly.",-1
@BenCrawfordNZ depends what vibe you want. Post-ABs def check out the Monday Room & Volstead - they were favs of mine when I lived there,1
"#McIlroy had a strong start in Thursday's opening round of the Honda Classic, but the No 2 was upstaged by US Ryder Cup captain #Love III.",1
"@JamesCrosby28 watched the cricket, awesome game, followed by jersey shore and seven dwarves! Great night of TV!",1
don't want to depress rl folk but daily mail reporting 82k sellout for eng v fiji at twickers on sat week. broader vision or deeper pockets?,-1
My suicide note would be the picture of Mark Martin that I kept in my wallet in 7th grade.,-1
Did anyone see Rachel Khoo making Oeufs en Cocotte a few weekends ago on Saturday Kitchen? Here's my take on it:... http://t.co/BUH81qOt,0
"And the new season opener is against the Dallas Stars on Thursday, Oct 25. You probably shouldn't buy tickets yet. Call me cynical.",-1
@oceanaswansea is it true LMFAO are there tomorrow ??,0
Decent Woot deals on HD TV's here till the 18th  http://t.co/z5N2XIPU via @woot,1
Niggas was really fighting at the gas station Sat night tho,-1
Jeremy evans just posterized turiaf watch sportscenter tomorrow morning so u could see it,0
How many of you believe that Andrew Breitbart very well may have been murdered?,-1
Sushis + Rafa on the TV = best way to end this Sunday. #vamos :-),1
"@S4SH4P4LM3R i'm meant to be going Roundhouse, but decided tonight that i don't wanna go anymore, so gonna apply for Joseph Wright tomorrow",-1
Tampa Bay Buccaneers: Game-by-Game Predictions for 2nd Half of the Season - Bleacher Report  #Buccaneers http://t.co/s0xzSPV3,0
Tryna get wavy after work tomorrow it's been a while,0
Steve Emerson interview on shameful US response to Islamist Riots on Sun TV :: IPT in the News :: The Investigat... http://t.co/XBX1MZ8D via,-1
"Realized that I've just spent Halloween, super bowl Sunday, and my last two birthdays either in the library, or in a computer lab..",-1
"Oh man, tomorrow I'm definitely going to have a Young Life hangover after that dance party! It was so worth it! #totalYLmove #YtheLnot #best",1
I'll never forget that first girl I was crazy about in 5th grade. I still got her Valentine Day card in my secret safe.,1
"@clarke_casey yess please it's been way too long, I move in 18th I'm going to tricounty and gonna transfer to Clemson please come visit!!",1
Watching The Kandi Factory with Viggle Mon | 3:30PM | Bravo HD Get real rewards just for watching TV. #TheKandiFactory #viggle,1
Playing me some of The Offspring in the car. I head may explode due to Nostalgia if Pretty Fly For A White Guy is performed at Soundwave.,0
@tressawill Good morning Tressa! Hope that you have a Fabulous Friday!,1
The Notebook may be one of the greatest movies created of all time<3,1
"Photos I took Tuesday morning of the aftermath from Hurricane #Sandy in a 2 block span of Long Beach, NY http://t.co/TIBJOH62",0
Me; 'ill bring your birthday card in on Friday' Kane; 'aw really? It's the thought that counts I'd prefer a tv' Twat,1
Dr Jan Radio 2uE tonight with David Oldfield re  Kevin Rudd's sad loss of family cat. Pets deserve honouring cos they love  unconditionally.,-1
Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life http://t.co/men0DloH,-1
4 days until VintageNOW. We want to raise a bundle for the Safe House for Women. Support us by attending 0ct 30th.  http://t.co/oMptA9pe,1
It is a big day in Henryville as students displaced by the March 2 tornadoes finally return to class at their new... http://t.co/LVrLtx2e,0
Simon Crean still can't support the way Kevin Rudd was spilled from the role of PM - Herald Sun http://t.co/Ing9XseA,-1
"Tomorrow I am off to Petrolia to see ""the Waltons"" lol and over to London for Evans side of family reunion.",1
"@alfredoflores follow @amandawanxo and meet her on November 26, outside the bell center at 4:00?",0
This is the binder Dexter picked out for 1st grade! http://t.co/kHuTCAS,0
"Today, April 17th (Palestinian Prisoner's day), is ironically the day Israel claimed it would release Khader Adnan. No action yet.",-1
Come check out @shoutheyband at the black dahlia on saturday night! It's going to be a party!,0
Girls Gone Wild gon be at my school Thursday shit gon be crazzzzyy make sure I be my ass on campus lol #NPU,1
"#NEW #SHIT 10 Things to Know for Friday: The U.S. Postal Service, on the brink of default on a second... http://t.co/W3V3Pi2t #NEW #SWAG",-1
"And, SURPRISE SURPRISE, majority of the people, sat in the window seats, have gotten off at Murdoch. Wankers",1
"@jhonnyC323 Destructo next thurs, free before 10:30, guest list. Let's go. CAUSE I CAN!! (it's 21+)",1
@ForsakenMango I may or may not buy you a Halo 4 Ost when I get my paycheck.,0
"Was thinking about seeing JAWS at the Roxy on Wednesday, but now it seems I'll be seeing BAIT 3D instead. It'll be just as good, right?",0
Knicks vs Heats gone be the best 1st round series in the playoffs,1
@MikeDavis88 Pls tell Dale Jr and the 88 team that they did great today. Love them lots from Bama.,1
Sneak peak: This Sunday is going to be a BIG DAY in Adventure Park!  http://t.co/eeI1H3Wb http://t.co/EcMd0guN,1
Maybe she won't...but shit then again maybe she will... - She Will ft Drake coming out today ! Single off CARTER IV !,-1
DeMatha was shocked by Gonzaga on Saturday. Can the Stags regroup in time for the WCAC playoffs? #mdpreps http://t.co/0UBZpzL0,-1
Austin wore his YOLO shirt for the 15th time in a month.,0
"Anderson Cooper and Kristin Chenoweth on His Coming Out: Anderson Live premiered Monday, with Kristi... http://t.co/ShOnXlDa #gay, #lgbt",0
Oscars Well makes his debut over fences at Punchestown tomorrow. It looks as though he'll have Plan A and Darwins Fox to overcome.,0
Dive deep into the worlds of Stefan Struve and Stipe Miocic leading to their Fuel TV main event this Saturday. http://t.co/8gnNmLPb,0
Good morning! Need a Google + invite? http://t.co/XgXdIFf I have a few #plusinvites. Love to see the #gtchat folks there!,1
"I need to go find some sweets, then I'm outttt. Another 12 hour day of Marching Band tomorrow #NeverGetsOld",1
@paddy_malone Louis Saha could become the 8th player 2 score 4 6 different PL teams this weekend.Can u name the 7 who've dne it?,0
@TeenyEcosse  Is there any improvement In the European weather. I need sun and heat. I have developed webbed feet here in Scotland!,0
"@fashionablylost Penny Dreadful is a Record Breaker is out in March, just in time for World Book Day! x",1
@Jonny_Blobbins a bit frustrating. I don't think I've added you on my new PSN account. I'll do it tomorrow.,-1
Heat vs Knicks first round of playoffs tomorrow!!! #Lebron#Wade better bring it!!!,1
"#3DT begins THiS Thursday at the ""S.E.C"" #SignatureEventCenter 2001 South Lumpkin RD $3 w/ College ID $5 w/ regular ID til 11pm!!! #iParty",0
"These are 3 new Avril Lavigne songs from the 5th album: 1. HUSH HUSH: Songwriter/Composer: David Hodges,Chad Kroeger & Avril Lavigne.",0
This is last year when Roger Sanchez took over SET Nightclub... this saturday he invades Space Miami! http://t.co/6sKk4SjY,0
I go on channel 7 to see what the weather is gonna be like tomorrow and   Taylor Swift singing.. #EEWWW #GETOFFMYTV,-1
"Tong , Mew , Ying , Donut , Tang/June , Sunee , Korn , X , everything lah i love all the cast hehehe",1
@nick_hendren prob not till Schuler gets back. I'm moving to Knoxville in January so it'll be the last one for a while I feel like,0
IOC mulls Armstrong bronze - SBS: The International Olympic Committee (IOC) on Thursday said it had ... http://t.co/tIKEuaAh #london2012,0
Don't forget to get your self out to BettyVirginia Park tomorrow @ 10am for the Kickball Tournament! #IPittyTheFoolThatCantKickItOldSchool,1
"Awesome wedding shoot in Amsterdam today, excited fot the next one on Saturday in a castle in Utrecht... previews coming soon....",1
@PaperChasinAL: Damn next Saturday tho Niggas was trynna get shit over with #early,-1
Paul George with a silky smooth 1st Q #PacerNation,0
"Liz is kinda dumb when it comes to men. DNA swapping isn't even bad in Port Charles, it's just called Tuesday. #GH",-1
(Droid-Life) Additional Confirmation that the DROID Bionic will be Here September 8 http://t.co/M0cIbmK,0
Tomorrow Venus will transit the sun for the last time for the next 105 years. Forecast - #weatherbomb,0
"Lin picks up a loose ball and just trucks Stuckey. Unfortunately, that's not allowed, to bench with 4th foul as Pistons reclaim lead, 67-65.",-1
Heavy rain over parts of NE. Some showers in CNY. Any sun? How about the weekend? Your forecast FIRST at 4am on NBC-3! http://t.co/gwxw8wCH,0
"On Sunday Come to @NikkiBeachMiami - Jason Vernau - Say ""TRAVIS's LIST"" at the Door for FREE Entry 4pm-Midnight or Reduced $10 Midnight-2am",0
@alisonboner yeah KJ sent an email out yesterday with info and she said she'll Follow up with another email tomorrow with the details,0
Can someone give me a lift from pope pius school to hillsborough on Tuesday night at about 7:30 please! ANYONE! Money will be involved!!!,0
Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM Please RT xx #BSBP,0
@TimmyHillRacer Good luck in the NNS race tomorrow! I'll be cheering you on as always!! :),1
Oooh yha and the DMC and A$AP ROCKY one is 2-4th,1
Bird on the Wire is one of the 1st songs I learned as a child. And now daddy and I go see Leonard Cohen! http://t.co/pvANSpi6,0
Tjo today I heard that Eskom's rebate is untill march for the solar. Its nice to be connected,1
Why every time twitter email me saying we found pple you may know its a bunch of niggas....where the hoes at @Twitter ?,-1
"Ecuador worried about Assange's health - Ecuador says it is concerned about the health of the Wikileaks founder, Jul... http://t.co/hIsB8WVg",-1
@Hopesolofans1 @hopesolo I hope my iPhone gets service tonite to find out about DWTS cause I have no power from the storm. No tv no nuttin,-1
Anybody want Carrie underwood tickets for Saturday night in Charlotte??,0
@KROQnK9s You are talking to a Wiener National Pro! My dog Kramer was 2nd fastest wiener in the west. He even had a show on Animal Planet!,1
On to the 3rd movie - Acts of Valor. This time we have corn dogs.,0
"@sesdsports: According to reporters on the scene, Lions rookie RB Mikel Leshoure was carted off field today with a left leg injury. Sry bro",-1
@bbberb not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.,0
You may think you've tried them all but I'll bet you haven't tried taking on The Challenge... Stop wasting time... http://t.co/wZNp9F99,1
Chicago: Go see @TiffanyJ_Curtis:  #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th & King Dr.,0
The Business Leader's Award ceremony will be held during the @wef annual meeting in Davos on the  25 January 2013! http://t.co/YI4r8UFM,0
Protest march in Mexico City against drug war. 'I want justice for my murdered son' #drugs #cannabis @BBCBreaking http://t.co/YwYDFQ6,-1
@YoungDriver92 1st George Clooney 2nd Joseph Gordon (older and younger ) Winky face with a capital D,0
Bale doesnt celebrate his goal but races over cuddling Dempsey on the 2nd. Illustrates perfectly the bullshitting spotlight whores they are.,-1
"@muse, @russellhoward AND @kylieminogue all on The Jonathan Ross show tonight = Terrif sat night in! Well done @wossy. #Toofunny",1
@iSOLEDmysole imma check it out then wait till the Carter IV drop on the 29th before I make a decision like that one lol,0
Sometimes you just got to put the Michael Jackson song from Free Willy on repeat all morning.,1
Support: We're excited that Stan Walker & advocates are running for the kids The Sun-Herald City2Surf soon!... http://t.co/QkDtdwq0,1
Monday morning CalTrain ride from home to work is always to short. I know that I may be in the minority with that opinion.  #fb,-1
Red Cross: Syria is now in civil war: The International Committee of the Red Cross said on Sunday it now conside... http://t.co/qwrqMUY4,0
My teachers call themselves givng us candy....wasn't even the GOOD stuff. I might go to Walmart or CVS tomorrow/,-1
"On Sunday please watch Sarah G Live, one of Myrtle`s dream will come true - together with Melai, Myrtle will having a song number with sarah",1
"Was going to watch Brooklyn Nets - New York Knicks tonight but it got postponed, Knicks gonna get butt-fucked by Miami tomorrow :(",-1
"Now that Droid Bionic is finally ""official"" for 9/8, I'll just wait til Oct so I have something to compare it to. Vigor or Prime maybe?",0
"Join Richard, Estella, Sophia, TJ, and Erwin this Friday at the CCP! Tickets: P600/P800 (VIP). Contact 09109839513 now! http://t.co/cbmt19GC",0
Last day to buy SPC cards is tomorrow! Please support so we're able to give you an awesome Halloween!,1
"Acta on Choo getting thrown out at 2B with 1 out and down by 2 in 9th. ""You have give the tying run a chance to come to the plate.""",-1
The #LAKings hve been so good on #NHL13 that the real team might disappoint me. Jeff carter has 43 goals thru January. #IsThatPossible,1
"@finefoodgirl SBS popped it into an earlier time slot, across 3 weeks- so I missed the 1st one- (maddening!) but watched online- was v good.",1
"Tressa and libby are here but we split up today and we will meet up tomorrow night.I like it here, its alot like Minnesota.",1
Soccer Saturday with our son. They're playing the hardest team in the league. Then the All-star game. #proudparents,1
"Typical Sat with the team (@ NJ National Guard Armory for Meek Mill, Machine Gun Kelly, Vado and Funkmaster Flex) http://t.co/LTgpadc9",0
@25whitney if you don't by break time tomorrow that is my second team!   I would already have them if Gary Carter was in the set...,0
"STAR's office hours are in SCC room 324 Sunday and Monday: 1-8pm, Tuesday-Thursday 1-9pm Come talk to us about anything!",0
"@redboy21 tbf it is, Hodgson currently has the same record as Capello and Hoddle but a better defensive. This is his 11th game in",1
"@p4_da_PRINCE @lakers SACRAMENTO KINGS, we just beat y'all Sunday and thurs night so what it was preseason won me some money. Nov11",1
I have to pay attention what to ask the Universe: Tomorrow starting a course on Astrology and its Antroposophical interpretations. :-o,0
"@jaredgriffith28 ohh cool, start going to FCA on Thursday mornings!",1
Hey everyone! If you are competing in districts at Lake Braddock on Monday you need to make sure to do the DECA test by 5pm tomorrow!!,0
2nd night Parker has been on it ..boy oh boy,-1
"I'm going to bed after this last episode of Family Guy .. I've been hella tired, && I'ma get all the sleep I can stand in before Thursday",-1
It's like Groundhog Day. 2nd day here. (@ Chirping Chicken) http://t.co/WvOOqxZw,0
Gerald Green will show on a good team that he's more than just a dunker. Kid can do it all. 2nd biggest surprise behind JLin  #NBArank,1
Sam Loco Efe (Nigeria Nollyhood star) is dead.  We are still mourning Christy Essien now it is Sam Loco's turn. May his soul RIP. #jhub,-1
Kinder Morgan (KMI) said Friday it agrees to pay $110M to settle investors' lawsuits related to its ac... http://t.co/u5I6NeYg $KMI,1
Ole boy who preached Sunday looked like david ruffin from the temptations,0
I wish I was in Bolton tonight :(,-1
@agiamba Capello had a draw in his 4th game with Juve in the Serie A (2004/2005).,0
Don't get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.,-1
"Planned maintenance for the PlayStation Network scheduled for Monday, October 15th from 4AM to 4PM Pacific Time 7AM to 7PM Eastern#reminder",0
"Ask for Lil Wayne, get Michael Jackson. Bug me about Wiz Khalifa, get Guns & Roses. The point of the night is to step outside the matrix..",-1
Im sad. My shorts dont smell like Vanessa anymore:(I sat there sniffing it cuz it smelled like her I need her to wash it again #MacAndCheese,-1
@_RonDonGQ damn brah it was good too! We play the Knicks tomorrow,1
"I dreamt I sat with @MaryRobinette at a Star Wars event, eating @Alinea's Lamb 86, watching James Lipton interview Ralph McQuarrie.",0
Will anyone of you go on the One Direction concert on April 1st 2013 in London O2 arena? :) x,0
"Gotta love being Catholic, sitting in a Lutheran church on reformation Sunday. I guess the Catholics pushed it with the whole ""pay"" for sin",1
I get to Procter the PSAT with my homie @KimaniAH tomorrow!!! It only took them three years to partner us up lol,1
@Gridler What happened at the Spurs game last night mate?,0
My Gosh! Nandito ako na NIA 3 ang guess what? Andito si Mon Tulfo!! Lolokohin ko nga! Hahaha #AnnabelleEnglish101 i shall play with him!,1
"Hello there, I hear that the stinking working class,were rioting in London last night, do you see why I'm in Italy, bloody Rif Raf.Hear Hear",-1
@EdFrankovic so they should've ran the ball on 3rd & 7? Blame Cam all U want but Flacco is the problem. Elite QBs dont have games like that,-1
Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.,1
"On this Friday morning, as I await news of my fate, I want you all to know that Turbo Lover is my favourite Judas Priest song.",1
Bucs play pats tonight let's go Tampa bay!,0
Up next we'll be joined by Sunderland striker Louis Saha as we continue to build up to #safc v #lfc at the Stadium of Light tomorrow evening,0
"Final Destination 5 opens Friday. If it does well, they'll film ""FD6"" and ""FD7."" So it's really more like ""Qualifying Heat Destination 5.""",0
August 11th 2010 Was the day I met Mitch... I regret not taking a picture with him. Fuck. I'll miss going to SS shows.... </3,-1
"Egypt's Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://t.co/LG2oLqrs",1
@onedirection April 1st I'm gonna see you guys in London O2 Arena! Can't wait! xx,1
"@_Joe_Ross starting to think it may be Acta now, but having a guy like Hentgen would be great",1
Meet the Amazing Race Philippines contestants. Watch it on TV5 starting tomorrow. I am excited for this show.  http://t.co/ttNsEmxt,1
"@mindykaling is it just me or does ""Danny"" seem a lot like Billy Crystal in the first 1/3rd of When Harry Met Sally?",0
"THIIISSSS MOFO wants me to go to Auburn's 1st day of practice, I'm going to be the only person booing!",0
What's going on tonight in Detroit...,0
Caught up on True Blood!! I love it... Now time for bed! Night peeps.. be safe tonight :)!!!,1
@FrankGravagna real ones are avail about a month or so b4 Mardi Gras (Day B4 Ash Wed),0
Pentagon open to more than just #Blackberry?  iOS and Android may make an appearance. http://t.co/qUaLO020,0
"Noel Gallagher: ""Musicians are fucking idiots."" - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?",-1
@stoney16 @JeffMossDSR I'd recommend just turning it off and waiting for Verlander tomorrow.,-1
New Show | Starkville: Big KRIT and guests. October 10. Ricks Cafe. Tickets on sale Friday at 10am. http://t.co/1GmhQ2nw. Spread it!,0
This bitch @backyardbetty just put frog back on Lmfao throw back Thursday,-1
Cupid and Psyche isn't an original Greek myth. It was a story in The Golden Ass by Apuleius and often cited as the 1st Fairy Tale.,0
"Can't watch Rafa's ""I'll be back"" video til the end, it's too heartbreaking :( plus it just reminded me he was up 5/1 in AO 5th set...",-1
"Watching ""Good Deeds"" for the 1st time & I'm here all emotional & crap. Smh",-1
was sat watching Degrassi then came to the realisation that Little Things will be aired in a while.,0
Kendrick Lamar may arguably have the best hip hop album of the year in my opinion,1
Hope everybody enjoyed Ben Amos at Welton on Monday? Don't forget @DWindass10 will be at market weighton this coming Monday the 1st,1
"Why I decided to watch The Notebook for the first time alone at midnight on a Thursday is beyond me, can't stop crying http://t.co/vnWcr3J5",-1
"Holy drunk! Wine, Johnny walker and beer are not a great combo esp on a Thursday night to many emotions too much sadness, calling it a night",-1
Me & Amanda going to New Orleans in February for Mardis Gras <3333,0
"Inter, Roma keep pace with wins: Inter Milan kept pace with Serie A leaders Juventus after seeing off Catania 2-0 at the San Siro on Sunday.",0
@o0ToucH0o we dont care about Carling Cup! Save it for #Looserpool! Yeah we lose also i wont be crying all night long on wednesday night!,-1
"@BravoLacy David Taylor?  A few yrs ago, whn he 1st came 2 stl, he went by apostle. My hubs used 2 play for his services.",0
Are you all ready for Roger Sanchez this Friday at HQ Nightclub!!! HMU at 609-335-3062 for table reservations and details!!!!,1
Pastor Winans will always be cool wit me because 'Tomorrow' by the Winans is one of my fav gospel songs!  And he sent my Nippy home right!,1
Endymion for the 4th time i blieve.! ahaha #TeamOrjan #CLHRDay,0
